,,% Trade,% of ETF,CUSIP,Date,Direction,FUND,Name,Shares,Ticker
263,,,0.1021,Y989DF109,2021-05-26,Sell,ARKF,ZHONGAN ONLINE P&C INSURANCE CO LTD,677300,6060HK
264,,,0.0007,40171V100,2021-05-26,Sell,ARKF,GUIDEWIRE SOFTWARE INC,246,GWRE
265,,,0.009,760273102,2021-05-26,Buy,ARKG,REPARE THERAPEUTICS INC,22480,RPTX
266,,,0.0152,65443P102,2021-05-26,Buy,ARKG,908 DEVICES INC,31772,MASS
267,,,0.0003,253031108,2021-05-26,Buy,ARKG,DICERNA PHARMACEUTICALS INC,700,DRNA
268,,,0.0515,18978W109,2021-05-26,Buy,ARKG,CM LIFE SCIENCES INC,332385,CMLF
269,,,0.006,125842203,2021-05-26,Buy,ARKG,CM LIFE SCIENCES II INC,37200,CMIIU
270,,,0.0,192005106,2021-05-26,Buy,ARKG,CODEXIS INC,200,CDXS
271,,,0.0166,40131M109,2021-05-26,Sell,ARKG,GUARDANT HEALTH INC,10800,GH
272,,,0.1814,66987V109,2021-05-26,Sell,ARKG,NOVARTIS AG,166980,NVS
273,,,0.0023,72940R300,2021-05-26,Sell,ARKG,PLURISTEM THERAPEUTICS INC,50671,PSTI
274,,,0.0164,874060205,2021-05-26,Sell,ARKG,TAKEDA PHARMACEUTICAL CO LTD,78202,TAK
275,,,0.0905,87184Q107,2021-05-26,Sell,ARKK,SYROS PHARMACEUTICALS INC,3574908,SYRS
276,,,0.0003,68620A203,2021-05-26,Sell,ARKK,ORGANOVO HOLDINGS INC,8989,ONVO
277,,,0.0338,44852D108,2021-05-26,Sell,ARKK,HUYA INC,486140,HUYA
278,,,0.01,G50740102,2021-05-26,Buy,ARKQ,JAWS SPITFIRE ACQUISITION CORP,29301,SPFR
279,,,0.0882,46269C102,2021-05-26,Buy,ARKQ,IRIDIUM COMMUNICATIONS INC,68102,IRDM
280,,,0.0355,G7000X105,2021-05-26,Buy,ARKQ,ONE,103849,AONE
281,,,0.0259,049284102,2021-05-26,Buy,ARKQ,ATLAS CREST INVESTMENT CORP,76072,ACIC
282,,,0.0415,008073108,2021-05-26,Sell,ARKQ,AEROVIRONMENT INC,11207,AVAV
283,,,0.0078,G3770A102,2021-05-26,Sell,ARKQ,GALILEO ACQUISITION CORP,22423,GLEO
284,,,0.0012,052769106,2021-05-26,Sell,ARKQ,AUTODESK INC,119,ADSK
285,,,0.0064,92921W300,2021-05-26,Buy,ARKW,VUZIX CORP,20630,VUZI
286,,,0.0453,91332U101,2021-05-26,Buy,ARKX,UNITY SOFTWARE INC,2936,U
287,,,0.0108,092667104,2021-05-26,Buy,ARKX,BLADE AIR MOBILITY INC,7817,BLDE
288,,,0.0653,754212108,2021-05-26,Sell,ARKX,RAVEN INDUSTRIES INC,9215,RAVN
289,,,0.0011,052769106,2021-05-26,Sell,ARKX,AUTODESK INC,23,ADSK
290,,,0.0,98138J206,2021-05-26,Sell,ARKX,WORKHORSE GROUP INC,6,WKHS
291,,,0.1766,26142R104,2021-05-24,Buy,ARKF,DRAFTKINGS INC,130400,DKNG
292,,,0.0098,48581R205,2021-05-24,Buy,ARKF,KASPI.KZ JSC,4335,KSPILI
293,,,0.0377,G9835C108,2021-05-24,Sell,ARKF,YEAHKA LTD,210000,9923HK
294,,,0.1228,808513105,2021-05-24,Sell,ARKF,CHARLES SCHWAB CORP/THE,59936,SCHW
295,,,0.0071,86877M209,2021-05-24,Buy,ARKG,SURFACE ONCOLOGY INC,64459,SURF
296,,,0.0082,82671G100,2021-05-24,Buy,ARKG,SIGNIFY HEALTH INC,24793,SGFY
297,,,0.0062,760273102,2021-05-24,Buy,ARKG,REPARE THERAPEUTICS INC,14705,RPTX
298,,,0.0059,65443P102,2021-05-24,Buy,ARKG,908 DEVICES INC,12436,MASS
299,,,0.008,084310101,2021-05-24,Buy,ARKG,BERKELEY LIGHTS INC,15000,BLI
300,,,0.0266,253031108,2021-05-24,Buy,ARKG,DICERNA PHARMACEUTICALS INC,70635,DRNA
301,,,0.0016,125842203,2021-05-24,Buy,ARKG,CM LIFE SCIENCES II INC,10159,CMIIU
302,,,0.0126,192005106,2021-05-24,Buy,ARKG,CODEXIS INC,51195,CDXS
303,,,0.2352,40131M109,2021-05-24,Sell,ARKG,GUARDANT HEALTH INC,152200,GH
304,,,0.0,72940R300,2021-05-24,Sell,ARKG,PLURISTEM THERAPEUTICS INC,600,PSTI
305,,,0.0195,H17182108,2021-05-24,Buy,ARKK,CRISPR THERAPEUTICS AG,34227,CRSP
306,,,0.1994,90184L102,2021-05-24,Buy,ARKK,TWITTER INC,727315,TWTR
307,,,0.0003,87184Q107,2021-05-24,Sell,ARKK,SYROS PHARMACEUTICALS INC,12700,SYRS
308,,,0.0004,871607107,2021-05-24,Sell,ARKK,SYNOPSYS INC,306,SNPS
309,,,0.0932,74624M102,2021-05-24,Sell,ARKK,PURE STORAGE INC,995901,PSTG
310,,,0.0001,68620A203,2021-05-24,Sell,ARKK,ORGANOVO HOLDINGS INC,3062,ONVO
311,,,0.0193,66987V109,2021-05-24,Sell,ARKK,NOVARTIS AG,44973,NVS
312,,,0.0318,654445303,2021-05-24,Sell,ARKK,NINTENDO CO LTD,86828,NTDOY
313,,,0.1034,45866F104,2021-05-24,Sell,ARKK,INTERCONTINENTAL EXCHANGE INC,187281,ICE
314,,,0.0098,44852D108,2021-05-24,Sell,ARKK,HUYA INC,136943,HUYA
315,,,0.0632,46269C102,2021-05-24,Buy,ARKQ,IRIDIUM COMMUNICATIONS INC,48400,IRDM
316,,,0.0973,049284102,2021-05-24,Buy,ARKQ,ATLAS CREST INVESTMENT CORP,279732,ACIC
317,,,0.2884,052769106,2021-05-24,Sell,ARKQ,AUTODESK INC,28706,ADSK
318,,,0.0489,008073108,2021-05-24,Sell,ARKQ,AEROVIRONMENT INC,12950,AVAV
319,,,0.0107,G3770A102,2021-05-24,Sell,ARKQ,GALILEO ACQUISITION CORP,30186,GLEO
320,,,0.002,98138J206,2021-05-24,Sell,ARKQ,WORKHORSE GROUP INC,6997,WKHS
321,,,0.0046,90184L102,2021-05-24,Buy,ARKW,TWITTER INC,4460,TWTR
322,,,0.3049,389637109,2021-05-24,Buy,ARKW,GRAYSCALE BITCOIN TRUST BTC,516001,GBTC
323,,,0.0008,92921W300,2021-05-24,Buy,ARKW,VUZIX CORP,2634,VUZI
324,,,0.0068,52603B107,2021-05-24,Sell,ARKW,LENDINGTREE INC,1889,TREE
325,,,0.0,82837P408,2021-05-24,Sell,ARKW,SILVERGATE CAPITAL CORP,18,SI
326,,,0.0,72352L106,2021-05-24,Sell,ARKW,PINTEREST INC,6,PINS
327,,,0.0776,722304102,2021-05-24,Sell,ARKW,PINDUODUO INC,32396,PDD
328,,,0.1235,47215P106,2021-05-24,Sell,ARKW,JD.COM INC,94201,JD
329,,,0.005,443573100,2021-05-24,Sell,ARKW,HUBSPOT INC,541,HUBS
330,,,0.0014,00851L103,2021-05-24,Sell,ARKW,AGORA INC,1905,API
331,,,0.172,91332U101,2021-05-24,Buy,ARKX,UNITY SOFTWARE INC,10672,U
332,,,0.1648,092667104,2021-05-24,Buy,ARKX,BLADE AIR MOBILITY INC,118075,BLDE
333,,,0.2065,64110L106,2021-05-24,Buy,ARKX,NETFLIX INC,2453,NFLX
334,,,0.0002,92766K106,2021-05-24,Sell,ARKX,VIRGIN GALACTIC HOLDINGS INC,35,SPCE
335,,,0.009,754212108,2021-05-24,Sell,ARKX,RAVEN INDUSTRIES INC,1242,RAVN
336,,,0.4111,67066G104,2021-05-24,Sell,ARKX,NVIDIA CORP,3915,NVDA
337,,,0.0282,H2906T109,2021-05-24,Sell,ARKX,GARMIN LTD,1200,GRMN
338,,,0.1993,052769106,2021-05-24,Sell,ARKX,AUTODESK INC,4167,ADSK
339,,,0.0001,98138J206,2021-05-24,Sell,ARKX,WORKHORSE GROUP INC,50,WKHS
340,,,0.0043,48581R205,2021-05-21,Buy,ARKF,KASPI.KZ JSC,1867,KSPILI
341,,,0.044,G9835C108,2021-05-21,Sell,ARKF,YEAHKA LTD,232400,9923HK
342,,,0.2788,82671G100,2021-05-21,Buy,ARKG,SIGNIFY HEALTH INC,832666,SGFY
343,,,0.0468,760273102,2021-05-21,Buy,ARKG,REPARE THERAPEUTICS INC,106600,RPTX
344,,,0.0068,65443P102,2021-05-21,Buy,ARKG,908 DEVICES INC,14002,MASS
345,,,0.0198,462260100,2021-05-21,Buy,ARKG,IOVANCE BIOTHERAPEUTICS INC,87910,IOVA
346,,,0.0003,125842203,2021-05-21,Buy,ARKG,CM LIFE SCIENCES II INC,1700,CMIIU
347,,,0.011,192005106,2021-05-21,Buy,ARKG,CODEXIS INC,44154,CDXS
348,,,0.1865,40131M109,2021-05-21,Sell,ARKG,GUARDANT HEALTH INC,121793,GH
349,,,0.0002,72940R300,2021-05-21,Sell,ARKG,PLURISTEM THERAPEUTICS INC,4146,PSTI
350,,,0.0006,69404D108,2021-05-21,Buy,ARKK,PACIFIC BIOSCIENCES OF CALIFORNIA INC,5000,PACB
351,,,0.0116,462260100,2021-05-21,Buy,ARKK,IOVANCE BIOTHERAPEUTICS INC,123804,IOVA
352,,,0.0027,30063P105,2021-05-21,Buy,ARKK,EXACT SCIENCES CORP,5230,EXAS
353,,,0.0047,H17182108,2021-05-21,Buy,ARKK,CRISPR THERAPEUTICS AG,8000,CRSP
354,,,0.1978,19260Q107,2021-05-21,Buy,ARKK,COINBASE GLOBAL INC,174844,COIN
355,,,0.0255,654445303,2021-05-21,Sell,ARKK,NINTENDO CO LTD,69802,NTDOY
356,,,0.0001,68620A203,2021-05-21,Sell,ARKK,ORGANOVO HOLDINGS INC,2358,ONVO
357,,,0.0023,87184Q107,2021-05-21,Sell,ARKK,SYROS PHARMACEUTICALS INC,83146,SYRS
358,,,0.0181,49284102,2021-05-21,Buy,ARKQ,ATLAS CREST INVESTMENT CORP,51420,ACIC
359,,,0.0038,G3770A102,2021-05-21,Sell,ARKQ,GALILEO ACQUISITION CORP,10696,GLEO
360,,,0.205,19260Q107,2021-05-21,Buy,ARKW,COINBASE GLOBAL INC,48337,COIN
361,,,0.0111,00851L103,2021-05-21,Sell,ARKW,AGORA INC,14000,API
362,,,0.0382,443573100,2021-05-21,Sell,ARKW,HUBSPOT INC,4000,HUBS
363,,,0.2034,88032Q109,2021-05-21,Sell,ARKW,TENCENT HOLDINGS LTD,144921,TCEHY
364,,,0.1267,92667104,2021-05-21,Buy,ARKX,BLADE AIR MOBILITY INC,91000,BLDE
365,,,0.2268,52769106,2021-05-21,Sell,ARKX,AUTODESK INC,4908,ADSK
366,,,0.2535,19260Q107,2021-05-20,Buy,ARKF,COINBASE GLOBAL INC,38220,COIN
367,,,0.0101,48581R205,2021-05-20,Buy,ARKF,KASPI.KZ JSC,4436,KSPILI
368,,,0.0651,G9835C108,2021-05-20,Sell,ARKF,YEAHKA LTD,343600,9923HK
369,,,0.0014,52603B107,2021-05-20,Sell,ARKF,LENDINGTREE INC,251,TREE
370,,,0.0165,40171V100,2021-05-20,Sell,ARKF,GUIDEWIRE SOFTWARE INC,6000,GWRE
371,,,0.0007,037833100,2021-05-20,Sell,ARKF,APPLE INC,188,AAPL
372,,,0.0039,75629V104,2021-05-20,Buy,ARKG,RECURSION PHARMACEUTICALS INC,14440,RXRX
373,,,0.0629,68269G107,2021-05-20,Buy,ARKG,1LIFE HEALTHCARE INC,144563,ONEM
374,,,0.0464,82671G100,2021-05-20,Buy,ARKG,SIGNIFY HEALTH INC,139900,SGFY
375,,,0.0482,462260100,2021-05-20,Buy,ARKG,IOVANCE BIOTHERAPEUTICS INC,201664,IOVA
376,,,0.0086,14843C105,2021-05-20,Buy,ARKG,CASTLE BIOSCIENCES INC,11536,CSTL
377,,,0.0,125842203,2021-05-20,Buy,ARKG,CM LIFE SCIENCES II INC,305,CMIIU
378,,,0.0005,192005106,2021-05-20,Buy,ARKG,CODEXIS INC,1929,CDXS
379,,,0.0062,65443P102,2021-05-20,Buy,ARKG,908 DEVICES INC,13080,MASS
380,,,0.0183,760273102,2021-05-20,Buy,ARKG,REPARE THERAPEUTICS INC,41780,RPTX
381,,,0.0033,87184Q107,2021-05-20,Sell,ARKG,SYROS PHARMACEUTICALS INC,45000,SYRS
382,,,0.0015,72940R300,2021-05-20,Sell,ARKG,PLURISTEM THERAPEUTICS INC,30499,PSTI
383,,,0.0426,110122108,2021-05-20,Sell,ARKG,BRISTOL-MYERS SQUIBB CO,51594,BMY
384,,,0.2739,40131M109,2021-05-20,Sell,ARKG,GUARDANT HEALTH INC,182400,GH
385,,,0.0009,69404D108,2021-05-20,Buy,ARKK,PACIFIC BIOSCIENCES OF CALIFORNIA INC,7496,PACB
386,,,0.0776,462260100,2021-05-20,Buy,ARKK,IOVANCE BIOTHERAPEUTICS INC,808642,IOVA
387,,,0.0656,30063P105,2021-05-20,Buy,ARKK,EXACT SCIENCES CORP,125929,EXAS
388,,,0.2517,19260Q107,2021-05-20,Buy,ARKK,COINBASE GLOBAL INC,216518,COIN
389,,,0.0108,07373V105,2021-05-20,Buy,ARKK,BEAM THERAPEUTICS INC,30000,BEAM
390,,,0.0284,44852D108,2021-05-20,Sell,ARKK,HUYA INC,369530,HUYA
391,,,0.0102,52603B107,2021-05-20,Sell,ARKK,LENDINGTREE INC,10321,TREE
392,,,0.0151,880770102,2021-05-20,Sell,ARKK,TERADYNE INC,24399,TER
393,,,0.0966,88032Q109,2021-05-20,Sell,ARKK,TENCENT HOLDINGS LTD,251846,TCEHY
394,,,0.0414,871607107,2021-05-20,Sell,ARKK,SYNOPSYS INC,34326,SNPS
395,,,0.039,74624M102,2021-05-20,Sell,ARKK,PURE STORAGE INC,432641,PSTG
396,,,0.0002,68620A203,2021-05-20,Sell,ARKK,ORGANOVO HOLDINGS INC,5705,ONVO
397,,,0.0484,66987V109,2021-05-20,Sell,ARKK,NOVARTIS AG,110405,NVS
398,,,0.0859,654445303,2021-05-20,Sell,ARKK,NINTENDO CO LTD,239702,NTDOY
399,,,0.15,45866F104,2021-05-20,Sell,ARKK,INTERCONTINENTAL EXCHANGE INC,267813,ICE
400,,,0.1486,049284102,2021-05-20,Buy,ARKQ,ATLAS CREST INVESTMENT CORP,421940,ACIC
401,,,0.0163,90364P105,2021-05-20,Buy,ARKQ,UIPATH INC,6131,PATH
402,,,0.1361,65481N100,2021-05-20,Buy,ARKQ,NIU TECHNOLOGIES,125271,NIU
403,,,0.0022,92766K106,2021-05-20,Sell,ARKQ,VIRGIN GALACTIC HOLDINGS INC,3125,SPCE
404,,,0.1992,67066G104,2021-05-20,Sell,ARKQ,NVIDIA CORP,9602,NVDA
405,,,0.006,G3770A102,2021-05-20,Sell,ARKQ,GALILEO ACQUISITION CORP,16562,GLEO
406,,,0.1044,052769106,2021-05-20,Sell,ARKQ,AUTODESK INC,10518,ADSK
407,,,0.0049,82837P408,2021-05-20,Sell,ARKW,SILVERGATE CAPITAL CORP,2356,SI
408,,,0.0003,72352L106,2021-05-20,Sell,ARKW,PINTEREST INC,280,PINS
409,,,0.0393,443573100,2021-05-20,Sell,ARKW,HUBSPOT INC,4191,HUBS
410,,,0.0001,31188V100,2021-05-20,Sell,ARKW,FASTLY INC,85,FSLY
411,,,0.0002,056752108,2021-05-20,Sell,ARKW,BAIDU INC,50,BIDU
412,,,0.0342,00851L103,2021-05-20,Sell,ARKW,AGORA INC,43087,API
413,,,0.1452,092667104,2021-05-20,Buy,ARKX,BLADE AIR MOBILITY INC,105037,BLDE
414,,,0.0004,98138J206,2021-05-20,Sell,ARKX,WORKHORSE GROUP INC,300,WKHS
415,,,0.01,48581R205,2021-05-19,Buy,ARKF,KASPI.KZ JSC,4253,KSPILI
416,,,0.0078,82671G100,2021-05-19,Buy,ARKG,SIGNIFY HEALTH INC,23140,SGFY
417,,,0.023,75629V104,2021-05-19,Buy,ARKG,RECURSION PHARMACEUTICALS INC,80791,RXRX
418,,,0.008,760273102,2021-05-19,Buy,ARKG,REPARE THERAPEUTICS INC,17863,RPTX
419,,,0.0613,68269G107,2021-05-19,Buy,ARKG,1LIFE HEALTHCARE INC,140300,ONEM
420,,,0.0155,65443P102,2021-05-19,Buy,ARKG,908 DEVICES INC,31995,MASS
421,,,0.0118,14843C105,2021-05-19,Buy,ARKG,CASTLE BIOSCIENCES INC,15900,CSTL
422,,,0.0004,125842203,2021-05-19,Buy,ARKG,CM LIFE SCIENCES II INC,2407,CMIIU
423,,,0.0121,192005106,2021-05-19,Buy,ARKG,CODEXIS INC,49614,CDXS
424,,,0.0025,98980L101,2021-05-19,Buy,ARKK,ZOOM VIDEO COMMUNICATIONS INC,1651,ZM
425,,,0.122,88160R101,2021-05-19,Buy,ARKK,TESLA INC,43065,TSLA
426,,,0.1951,852234103,2021-05-19,Buy,ARKK,SQUARE INC,192141,SQ
427,,,0.0068,69608A108,2021-05-19,Buy,ARKK,PALANTIR TECHNOLOGIES INC,66857,PLTR
428,,,0.1483,19260Q107,2021-05-19,Buy,ARKK,COINBASE GLOBAL INC,133848,COIN
429,,,0.0485,66987V109,2021-05-19,Sell,ARKK,NOVARTIS AG,108426,NVS
430,,,0.0129,74624M102,2021-05-19,Sell,ARKK,PURE STORAGE INC,140636,PSTG
431,,,0.0087,654445303,2021-05-19,Sell,ARKK,NINTENDO CO LTD,23799,NTDOY
432,,,0.0451,88032Q109,2021-05-19,Sell,ARKK,TENCENT HOLDINGS LTD,112569,TCEHY
433,,,0.0414,880770102,2021-05-19,Sell,ARKK,TERADYNE INC,66806,TER
434,,,0.0463,45866F104,2021-05-19,Sell,ARKK,INTERCONTINENTAL EXCHANGE INC,82415,ICE
435,,,0.1608,88160R101,2021-05-19,Buy,ARKQ,TESLA INC,7966,TSLA
436,,,0.053,90364P105,2021-05-19,Buy,ARKQ,UIPATH INC,20500,PATH
437,,,0.0792,65481N100,2021-05-19,Buy,ARKQ,NIU TECHNOLOGIES,72335,NIU
438,,,0.0494,049284102,2021-05-19,Buy,ARKQ,ATLAS CREST INVESTMENT CORP,138115,ACIC
439,,,0.2527,880770102,2021-05-19,Sell,ARKQ,TERADYNE INC,57375,TER
440,,,0.1497,19260Q107,2021-05-19,Buy,ARKW,COINBASE GLOBAL INC,35382,COIN
441,,,0.2011,852234103,2021-05-19,Buy,ARKW,SQUARE INC,51959,SQ
442,,,0.1997,88160R101,2021-05-19,Buy,ARKW,TESLA INC,18477,TSLA
443,,,0.1502,74624M102,2021-05-19,Sell,ARKW,PURE STORAGE INC,435232,PSTG
444,,,0.0771,092667104,2021-05-19,Buy,ARKX,BLADE AIR MOBILITY INC,53797,BLDE
445,,,0.3076,G85158106,2021-05-18,Buy,ARKF,STONECO LTD,174419,STNE
446,,,0.0037,48581R205,2021-05-18,Buy,ARKF,KASPI.KZ JSC,1603,KSPILI
447,,,0.1107,852234103,2021-05-18,Buy,ARKF,SQUARE INC,18714,SQ
448,,,0.0091,037833100,2021-05-18,Sell,ARKF,APPLE INC,2500,AAPL
449,,,0.4321,40171V100,2021-05-18,Sell,ARKF,GUIDEWIRE SOFTWARE INC,160611,GWRE
450,,,0.0542,G9835C108,2021-05-18,Sell,ARKF,YEAHKA LTD,283600,9923HK
451,,,0.0084,52603B107,2021-05-18,Sell,ARKF,LENDINGTREE INC,1500,TREE
452,,,0.0093,82671G100,2021-05-18,Buy,ARKG,SIGNIFY HEALTH INC,27803,SGFY
453,,,0.003,75629V104,2021-05-18,Buy,ARKG,RECURSION PHARMACEUTICALS INC,10440,RXRX
454,,,0.0122,68269G107,2021-05-18,Buy,ARKG,1LIFE HEALTHCARE INC,28461,ONEM
455,,,0.0121,65443P102,2021-05-18,Buy,ARKG,908 DEVICES INC,25427,MASS
456,,,0.0008,192005106,2021-05-18,Buy,ARKG,CODEXIS INC,3210,CDXS
457,,,0.0044,72940R300,2021-05-18,Sell,ARKG,PLURISTEM THERAPEUTICS INC,87419,PSTI
458,,,0.0206,87184Q107,2021-05-18,Sell,ARKG,SYROS PHARMACEUTICALS INC,300000,SYRS
459,,,0.1281,88160R101,2021-05-18,Buy,ARKK,TESLA INC,43370,TSLA
460,,,0.0002,69404D108,2021-05-18,Buy,ARKK,PACIFIC BIOSCIENCES OF CALIFORNIA INC,2124,PACB
461,,,0.1536,26142R104,2021-05-18,Buy,ARKK,DRAFTKINGS INC,679736,DKNG
462,,,0.0012,H17182108,2021-05-18,Buy,ARKK,CRISPR THERAPEUTICS AG,2131,CRSP
463,,,0.1475,19260Q107,2021-05-18,Buy,ARKK,COINBASE GLOBAL INC,118214,COIN
464,,,0.0001,07373V105,2021-05-18,Buy,ARKK,BEAM THERAPEUTICS INC,200,BEAM
465,,,0.0443,52603B107,2021-05-18,Sell,ARKK,LENDINGTREE INC,45847,TREE
466,,,0.0965,871607107,2021-05-18,Sell,ARKK,SYNOPSYS INC,80646,SNPS
467,,,0.1644,482497104,2021-05-18,Sell,ARKK,KE HOLDINGS INC,648322,BEKE
468,,,0.0001,68620A203,2021-05-18,Sell,ARKK,ORGANOVO HOLDINGS INC,3429,ONVO
469,,,0.0683,66987V109,2021-05-18,Sell,ARKK,NOVARTIS AG,152433,NVS
470,,,0.0484,654445303,2021-05-18,Sell,ARKK,NINTENDO CO LTD,135600,NTDOY
471,,,0.0189,44852D108,2021-05-18,Sell,ARKK,HUYA INC,242684,HUYA
472,,,0.1243,049284102,2021-05-18,Buy,ARKQ,ATLAS CREST INVESTMENT CORP,352406,ACIC
473,,,0.0754,88160R101,2021-05-18,Buy,ARKQ,TESLA INC,3661,TSLA
474,,,0.0003,65481N100,2021-05-18,Buy,ARKQ,NIU TECHNOLOGIES,300,NIU
475,,,0.0086,90364P105,2021-05-18,Buy,ARKQ,UIPATH INC,3526,PATH
476,,,0.0064,98138J206,2021-05-18,Sell,ARKQ,WORKHORSE GROUP INC,20000,WKHS
477,,,0.0028,92766K106,2021-05-18,Sell,ARKQ,VIRGIN GALACTIC HOLDINGS INC,4500,SPCE
478,,,0.0488,G3770A102,2021-05-18,Sell,ARKQ,GALILEO ACQUISITION CORP,135158,GLEO
479,,,0.1957,052769106,2021-05-18,Sell,ARKQ,AUTODESK INC,19890,ADSK
480,,,0.1135,90138F102,2021-05-18,Buy,ARKW,TWILIO INC,19584,TWLO
481,,,0.1987,19260Q107,2021-05-18,Buy,ARKW,COINBASE GLOBAL INC,42248,COIN
482,,,0.024,26142R104,2021-05-18,Buy,ARKW,DRAFTKINGS INC,28314,DKNG
483,,,0.0011,72352L106,2021-05-18,Sell,ARKW,PINTEREST INC,1000,PINS
484,,,0.2572,443573100,2021-05-18,Sell,ARKW,HUBSPOT INC,27426,HUBS
485,,,0.0002,31188V100,2021-05-18,Sell,ARKW,FASTLY INC,250,FSLY
486,,,0.0018,056752108,2021-05-18,Sell,ARKW,BAIDU INC,500,BIDU
487,,,0.2767,00851L103,2021-05-18,Sell,ARKW,AGORA INC,355281,API
488,,,0.2519,092667104,2021-05-18,Buy,ARKX,BLADE AIR MOBILITY INC,181896,BLDE
489,,,0.4088,052769106,2021-05-18,Sell,ARKX,AUTODESK INC,9000,ADSK
490,,,0.0009,92766K106,2021-05-18,Sell,ARKX,VIRGIN GALACTIC HOLDINGS INC,300,SPCE
491,,,0.0022,98138J206,2021-05-18,Sell,ARKX,WORKHORSE GROUP INC,1500,WKHS
492,,,0.1788,852234103,2021-05-17,Buy,ARKF,SQUARE INC,30900,SQ
493,,,0.3898,90138F102,2021-05-17,Buy,ARKF,TWILIO INC,45710,TWLO
494,,,0.1892,G85158106,2021-05-17,Buy,ARKF,STONECO LTD,108900,STNE
495,,,0.3579,19260Q107,2021-05-17,Buy,ARKF,COINBASE GLOBAL INC,49792,COIN
496,,,0.5771,40171V100,2021-05-17,Sell,ARKF,GUIDEWIRE SOFTWARE INC,212337,GWRE
497,,,0.6945,037833100,2021-05-17,Sell,ARKF,APPLE INC,188455,AAPL
498,,,0.0582,G9835C108,2021-05-17,Sell,ARKF,YEAHKA LTD,301200,9923HK
499,,,0.0007,67066G104,2021-05-17,Sell,ARKF,NVIDIA CORP,43,NVDA
500,,,0.0013,57060D108,2021-05-17,Sell,ARKF,MARKETAXESS HOLDINGS INC,100,MKTX
501,,,0.0269,82671G100,2021-05-17,Buy,ARKG,SIGNIFY HEALTH INC,80316,SGFY
502,,,0.0532,75629V104,2021-05-17,Buy,ARKG,RECURSION PHARMACEUTICALS INC,191904,RXRX
503,,,0.013,68269G107,2021-05-17,Buy,ARKG,1LIFE HEALTHCARE INC,30693,ONEM
504,,,0.0773,65443P102,2021-05-17,Buy,ARKG,908 DEVICES INC,161405,MASS
505,,,0.0181,462222100,2021-05-17,Buy,ARKG,IONIS PHARMACEUTICALS INC,36648,IONS
506,,,0.0077,14843C105,2021-05-17,Buy,ARKG,CASTLE BIOSCIENCES INC,10904,CSTL
507,,,0.0002,125842203,2021-05-17,Buy,ARKG,CM LIFE SCIENCES II INC,1473,CMIIU
508,,,0.0051,192005106,2021-05-17,Buy,ARKG,CODEXIS INC,21617,CDXS
509,,,0.0001,00437E102,2021-05-17,Buy,ARKG,ACCOLADE INC,207,ACCD
510,,,0.1441,92532F100,2021-05-17,Sell,ARKG,VERTEX PHARMACEUTICALS INC,51375,VRTX
511,,,0.001,883556102,2021-05-17,Sell,ARKG,THERMO FISHER SCIENTIFIC INC,170,TMO
512,,,0.082,110122108,2021-05-17,Sell,ARKG,BRISTOL-MYERS SQUIBB CO,96982,BMY
513,,,0.0003,72940R300,2021-05-17,Sell,ARKG,PLURISTEM THERAPEUTICS INC,6943,PSTI
514,,,0.0003,71944F106,2021-05-17,Sell,ARKG,PHREESIA INC,475,PHR
515,,,0.0025,98980L101,2021-05-17,Buy,ARKK,ZOOM VIDEO COMMUNICATIONS INC,1600,ZM
516,,,0.2011,90184L102,2021-05-17,Buy,ARKK,TWITTER INC,756912,TWTR
517,,,0.0063,90089L108,2021-05-17,Buy,ARKK,TUSIMPLE HOLDINGS INC,34895,TSP
518,,,0.0749,69608A108,2021-05-17,Buy,ARKK,PALANTIR TECHNOLOGIES INC,737283,PLTR
519,,,0.0216,69404D108,2021-05-17,Buy,ARKK,PACIFIC BIOSCIENCES OF CALIFORNIA INC,184189,PACB
520,,,0.0183,H17182108,2021-05-17,Buy,ARKK,CRISPR THERAPEUTICS AG,33763,CRSP
521,,,0.2031,19260Q107,2021-05-17,Buy,ARKK,COINBASE GLOBAL INC,163830,COIN
522,,,0.0003,68620A203,2021-05-17,Sell,ARKK,ORGANOVO HOLDINGS INC,7900,ONVO
523,,,0.0471,482497104,2021-05-17,Sell,ARKK,KE HOLDINGS INC,184227,BEKE
524,,,0.0011,056752108,2021-05-17,Sell,ARKK,BAIDU INC,1147,BIDU
525,,,0.0468,52603B107,2021-05-17,Sell,ARKK,LENDINGTREE INC,49310,TREE
526,,,0.0979,871607107,2021-05-17,Sell,ARKK,SYNOPSYS INC,81471,SNPS
527,,,0.0001,693718108,2021-05-17,Sell,ARKK,PACCAR INC,161,PCAR
528,,,0.0045,66987V109,2021-05-17,Sell,ARKK,NOVARTIS AG,9910,NVS
529,,,0.1763,90364P105,2021-05-17,Buy,ARKQ,UIPATH INC,73874,PATH
530,,,0.0323,65481N100,2021-05-17,Buy,ARKQ,NIU TECHNOLOGIES,31719,NIU
531,,,0.0047,049284102,2021-05-17,Buy,ARKQ,ATLAS CREST INVESTMENT CORP,13433,ACIC
532,,,0.0003,G3770A102,2021-05-17,Sell,ARKQ,GALILEO ACQUISITION CORP,897,GLEO
533,,,0.0644,052769106,2021-05-17,Sell,ARKQ,AUTODESK INC,6600,ADSK
534,,,0.1477,693718108,2021-05-17,Sell,ARKQ,PACCAR INC,44162,PCAR
